objectid,source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,comments,event_import_source,event_import_id,latitude,longitude,country_name,country_code,admin_division_name,gazetteer_closest_point,gazetteer_distance,submitted_date,last_edited_date
11414,ekantipur,http://kathmandupost.ekantipur.com/news/2016-09-16/syaphrubesi-rasuwagadhi-road-blocked-by-rockslide.html,9500,1473552000000.0,,"Ghattekhola, Timure","Another landslide at Ghattekhola, Timure, has obstructed containers passage to Kerung. Dhurba Kumar Regmi, an official of the Timure Customs Office, said customs transactions have been affected. “After imports and exports came to a standstill, revenue collection has dropped to almost nil.” Of the total stranded containers, 80 are carrying apples. “The apples have started to rot,” said Ravi Pradhan, a trader.","Ghattekhola, Timure",5km,unknown,unknown,medium,above_road,0.0,0.0,,,,GLC,9500,28.2568,85.3679,Nepal,NP,Bagmati,Syaburbensi,8.97,1475087032000.0,
11426,New Indian Express,http://www.newindianexpress.com/states/kerala/2018/aug/17/10-killed-in-landslides-in-idukki-many-low-lying-areas-flooded-1858828.html,13716,1534291200000.0,unknown,"Multiple landslides in Kerala, India","Massive landslides in multiple locations, mostly in hilly areas. Landslides happened in multiple districts in almost same time. Many lost their lives and loved ones, and also lost their home and belongings. Multiple landslides occured in multiple places in 2-3 days. These happened during the heavy rain falls in the state Kerala. The state is almost fully flooded. Many lost their lives.",Across Kerala,250km,unknown,downpour,very_large,unknown,,,,http://www.newindianexpress.com/states/kerala/2018/aug/17/10-killed-in-landslides-in-idukki-many-low-lying-areas-flooded-1858828.html,"This point was created by merging multiple reported polygons. The maximum casualty report was 250 dead, 1000 injured; but this could not be verified. It represents many landslides, but a few individual slides are listed separately in COOLR.",LRC,,9.89957093,76.98511193,India,IN,Kerala,Devikolam,22.5,1534441995000.0,
11432,The Hindu,http://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/two-workers-die-in-mud-slide-near-karur/article18444131.ece,10724,1494547200000.0,,Fatal mudslide in Kodanthur,Mudslide kills two workers in a quarry,"Kodanthur, Karur, Tamil Nadu, India",1km,mudslide,construction,small,engineered_slope,2.0,0.0,,,Rain likely contributed to triggering it,GLC,,10.92631521,77.79584597,India,IN,Tamil Nadu,Vellakkovil,9.01,1499952496000.0,
11443,FluTrackers,http://www.flutrackers.com/forum/showthread.php?t=53065,428,1200441600000.0,,"Panthihal, Srinagar-Jammu highway",highways blocked,"Panthihal, Srinagar-Jammu highway",50km,landslide,snowfall_snowmelt,medium,unknown,,,,,,GLC,428,33.2537,75.2006,India,IN,Jammu and Kashmir,Chaunkri,18.05,1410812673000.0,
11444,Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051,6286,1411344000000.0,,Garchuk,another road in Garchuk was also blocked due to landslide.,Garchuk,5km,landslide,rain,small,unknown,0.0,0.0,,,,GLC,6286,26.1044,91.7082,India,IN,Assam,Gauhati,9.85,1413905424000.0,
11453,gsi.gov,"http://www.portal.gsi.gov.in/portal/page?_pageid=127,875814&_dad=portal&_schema=PORTAL",2166,1280361600000.0,,"Highway 53 at Tupul, Tamenglong district","As per media report a landslide triggered by rains occurred on 29th July, 2010 on the National Highway 53 at Tupul area in Tamenglong district. The landslide disturbed the connection of Manipur with Silchar. ","Highway 53 at Tupul, Tamenglong district",10km,landslide,downpour,medium,unknown,0.0,,,,,GLC,2166,24.9786,93.5027,India,IN,Manipur,Brail Range,10.38,1396310400000.0,
11458,Outlook India,https://www.outlookindia.com/newsscroll/landslides-in-north-sikkim-road-links-snapped-at-several-places/1382941,14501,1536883200000.0,unknown,Mangshilla Landslide,Rain in north Sikkim caused a landslide in Mangshilla.,"Mangshilla, North District, Sikkim, IND",5km,landslide,continuous_rain,unknown,unknown,,,,,date could be as early as the 9th,GLC,,27.45377772,88.52426486,India,IN,Sikkim,Mangan,6.59,1594254355000.0,
11461,The hindu.com,http://www.hindu.com/thehindu/holnus/004200710311922.htm,336,1193702400000.0,,"bridge between Coonoor and Barliar, Tamil Nadu","unsure of date or location, blocked roads and created ""crater"" - ?","bridge between Coonoor and Barliar, Tamil Nadu",unknown,landslide,rain,medium,unknown,2.0,,,,,GLC,336,11.2777,77.1236,India,IN,Tamil Nadu,Annur,5.0,1396310400000.0,
11468,The Himalayan Times,https://thehimalayantimes.com/nepal/3-rescued-from-sindhupalchok-landslide/,9080,1468972800000.0,,"Mahankal,  Sindhupalchok District, Nepal","Police in Sindhupalchok district rescued three individuals buried under a landslide at Maramchhe of Mahankal-8 of the district on Wednesday. Police rescued Krishna Tamang (33), Shanti Tamang (30) and Bishnu Maya Tamang (17) of Mahankal-6. Police informed that the victims have been sent to Melamchi for treatment. It has been learned that two of them are critical. Immediately after receiving reports of the incident, police along with the locals had arrived at the site and rescued them. Meanwhile, police personnel are working to clear the road blocked by the landslip. Also used: http://kathmandupost.ekantipur.com/news/2016-07-20/three-buried-by-landslide-rescued-alive.html.","Mahankal,  Sindhupalchok District, Nepal",5km,landslide,unknown,medium,above_road,0.0,3.0,,http://assets-cdn.ekantipur.com/images/third-party/miscellaneous/2007201607392720150716landslide-disrupts-barabise-tatopani-road-600x0-1000x0.jpg,,GLC,9080,27.8883,85.5097,Nepal,NP,Bagmati,Bagmati,9.96,1469038128000.0,
11469,myrepublica,http://www.myrepublica.com/portal/index.php?action=news_details&news_id=22657,2357,1282986000000.0,09:00,"Prithvi hwy, Daraipadhera Vyas(?), Tanahun","TANAHUN, Aug 28: Three families have been displaced by landslide after heavy rainfall in Tanahun.  Those displaced are families of Balram Suyal, Yuvaraj Shrestha and Hommaya Shrestha of Daraipadhera, Vyas Municipality-11. They have taken refuge in their neighbors´ houses, a local Durgamaya Shrestha said.  Six houses in Daraipadhera are at risk due to landslide.  The Prithvi Highway was obstructed for three hours on Saturday morning because of the landslide at Daraipadhera. ","Prithvi hwy, Daraipadhera Vyas(?), Tanahun",5km,landslide,downpour,medium,unknown,0.0,,,,,GLC,2357,28.0579,84.0719,Nepal,NP,Gandaki,Gate,10.01,1396310400000.0,
11475,Shillong Times,http://www.theshillongtimes.com/2015/08/20/child-washed-away-in-tura/,7335,1439888400000.0,09:00,Tura Civil Hospital,A landslip on Tuesday also damaged shops in the Tura Civil Hospital vicinity.,Tura Civil Hospital,1km,landslide,continuous_rain,medium,urban,0.0,0.0,,,,GLC,7335,25.5145,90.2023,India,IN,Meghalaya,Tura,2.93,1464304227000.0,
11476,India Glitz,https://www.indiaglitz.com/i-am-safe-rajasekhar-says-after-manali-landslide-telugu-news-224535,14295,1542896501000.0,unknown,Landslide on Kullu Manali Road,A landslide was reported as interrupting an actor's travel schedule to/through Kullu Manali. No further details given,"Manali, Kullu, Himachal Pradesh",50km,landslide,unknown,small,above_road,0.0,0.0,,,,GLC,,32.23427242,77.18888332,India,IN,Himachal Pradesh,Shirir,18.64,1596806501000.0,
11488,The Indian Express,http://indianexpress.com/article/india/jammu-srinagar-national-highway-closed-following-landslides-4563902/,10834,1489104000000.0,unknown,Jammu-Srinagar Multiple Landslides between Ramban and Banihal,"Over 5,000 people were stranded at various places on Friday as the Jammu-Srinagar national highway was closed for the last three days following landslides triggered by inclement weather. The 300 kms long road connecting state’s twin capital cities of Jammu and Srinagar with each other was blocked due to landslides at various places between Ramban and Banihal.","Jammu-Srinagar National Highway, between Ramban and Banihal",10km,landslide,rain,unknown,above_road,0.0,0.0,,,,GLC,,33.370552,75.193916,India,IN,Jammu and Kashmir,Gund,7.06,1507220558000.0,
11493,Republica,http://www.myrepublica.com/portal/index.php?action=news_details&amp;news_id=79417,6164,1405897200000.0,23:00,Lahan,"Two houses were buried and seven others are at high risk of landslide at Lahan VDC in the district, police said. The houses of Yub Raj Rawal and Ram Bahadur Pun of Kalimati, Lahan VDC-8 of the district were buried due to landslide occurred last night. Similarly, the houses of Ganesh BK, Karna Bahadur Oli, Bir Bahadur Khatri, Dip Bahadur Sunar, Sher Bahadur Oli, Jugari Lal Sunar and Sita Ram Sunar are at high risk of landslide, police added. The families living in these seven houses were sifted to safe areas, said DSP Chakra Bahadur Singh. All the properties of the two buried houses were damaged as they did not have time to take out the properties, victim Rawal said. The displaced people are compelled to live in tents, it is learnt.",Lahan,unknown,landslide,rain,small,unknown,0.0,0.0,,,,GLC,6164,28.8389,82.2873,Nepal,NP,Bheri,Dumjala,12.4,1452294200000.0,
11504,I Love Siliguri,http://ilovesiliguri.com/nh10-closed-landslide-between-coronation-bridge-and-sevoke-kalibari-today-morning/,9138,1469091600000.0,09:00,"NH 10 between Coronation Bridge and Sevoke Kalibari, West Bengal, India",Landslide closes NH 10 between Coronation Bridge and Sevoke Kalibari today.,"NH 10 between Coronation Bridge and Sevoke Kalibari, West Bengal, India",1km,landslide,rain,medium,above_road,0.0,0.0,,,,GLC,9138,26.9015,88.4719,India,IN,West Bengal,Shaugaon,12.48,1469217003000.0,
11509,Kashmir Images,http://www.dailykashmirimages.com/news-fresh-landslide-at-zojila-snaps-srinagar-ladakh-road-link-79989.aspx,7026,1432944000000.0,,Zojila Pass,"The fresh snap is another breakage ever since the road was reopened early this month after remaining closed for about five winter months due to snowfall. The fresh landslide was triggered by rainfall. With the result, no vehicle was allowed to move from Sonamarg to Leh. Similarly, many Kashmir-bound vehicles have remained stranded on other side of the Pass.",Zojila Pass,1km,landslide,rain,small,above_road,0.0,0.0,,,,GLC,7026,34.2607,75.4446,India,IN,Jammu and Kashmir,Sonamarg,14.47,1435690416000.0,
11512,thehimalayantimes,http://www.thehimalayantimes.com/fullNews.php?headline=Landslide+obstructs+transport+in+several+districts&NewsID=254414,2284,1282258800000.0,23:00,"Salyan-Dang rd, Kothari Khola(?), Dhanwang VDC-7, Salyan","Landslides triggered by incessant rain have obstructed transport services in various western districts of the country on Friday.  The Salayan-Dang section of road has been obstructed due to a landslide caused by a continuous rain from Thursday night.  The landslide occurred near Kothari Khola in Dhanwang VDC-7 of the district, halting all transport services along the section of the road, according to Area Police Office, Tulsipur.","Salyan-Dang rd, Kothari Khola(?), Dhanwang VDC-7, Salyan",25km,landslide,downpour,medium,unknown,0.0,,,,,GLC,2284,28.3884,82.2826,Nepal,NP,Rapti,Lawamjula,10.08,1396310400000.0,
11515,www.thehimalayantimes.com,http://www.thehimalayantimes.com/fullNews.php?headline=6+students+leave+school+fearing+landslides&NewsID=392416,5378,1376870400000.0,,"Janaprabha Higher Secondary School, Liku","Six students of Janaprabha Higher Secondary School, Liku, have jointly dropped out their school. Students quitting their studies are Sita Budha, Rupsara Budha, Karna Chandra Rokaya, Bir Karna Rokaya, Kalpana Rokaya and Hir Prasad Rokaya of Pahada-1 in the district. Sita Budha, who dropped out the school, said that they were compelled to quit their studies as they were terrorised of landslides as many students have lost their lives in the landslides frequently after Nar Bahadur Karna of the same VDC died on August 19 due to landslides while going to school. Dhan Singh Budha, a guardian, said they have engaged their children in household chores as the school is far away from the house and landslides also take place unabatedly.","Janaprabha Higher Secondary School, Liku",25km,landslide,tropical_cyclone,medium,unknown,1.0,,Trami,,,GLC,5378,29.0387,82.7442,Nepal,NP,Karnali,Lunh,19.17,1396310400000.0,
11521,greaterkashmir,http://www.greaterkashmir.com/news/2012/Jan/14/chaos-on-highway-as-traffic-resumes-31.asp,4140,1326441600000.0,08:00,"Banihal, Srinagar-Jammu highway","Banihal, Jan 13: After remaining closed for over thirteen hours, due to fresh landslides, Srinagar-Jammu highway was partially opened for traffic on Friday afternoon. However, complete chaos prevailed on the highway as traffic moved on snails pace leaving thousands of commuters stranded at various places along around 300 km route. Deputy Superintendent of Police (Traffic) Bhushan Kumar Ganjoo told Greater Kashmir that the stranded vehicles from Srinagar to Jammu were to be cleared on first priority but the process was halted after midnight rains triggered fresh landslides near Banihal stretch of the highway. “Traffic movement was also disrupted in the Shaitani Nallah area of Banihal around midnight after a truck came under the impact of a low level avalanche. The Border Roads Organization (BRO) pressed its men and machinery to remove the truck but meanwhile fifteen more trucks got struck in the middle of the road due to freezing of their injectors. After hectic efforts, this afternoon ","Banihal, Srinagar-Jammu highway",10km,landslide,downpour,medium,unknown,0.0,,,,,GLC,4140,33.4209,75.2045,India,IN,Jammu and Kashmir,Gund,1.51,1396310400000.0,
11523,The Himalaya Times.com,http://www.thehimalayantimes.com/fullstory.asp?filename=6a1Pa0zdo2am8&folder=aHaoamW&Name=Home&dtSiteDate=20070929,282,1190764800000.0,,"Nagliwang VDC-9 of Parbat district, Baglung","Damages 6 Houses, 30 Families Displaced","Nagliwang VDC-9 of Parbat district, Baglung",unknown,landslide,continuous_rain,medium,unknown,,,,,,GLC,282,28.4167,83.6667,Nepal,NP,Dhawalagiri,Bega,9.13,1396310400000.0,
11527,myRepublica,http://www.myrepublica.com/portal/index.php?action=news_details&news_id=81008,6514,1408060800000.0,,Finam-6,"Two persons were killed, seven others sustained injuries after a landslide buried a school at Finam-6 of the district, on Friday.",Finam-6,5km,landslide,continuous_rain,medium,deforested_slope,2.0,7.0,,,,GLC,6514,28.0081,84.6476,Nepal,NP,Gandaki,Chepe Ghat,17.4,1418684472000.0,
11531,Kathmandu Post,http://kathmandupost.ekantipur.com/news/2016-05-20/one-way-traffic-resumes-after-clearance-of-landslides-at-jalbire.html,9327,1463734800000.0,09:00,"along Narayangadh-Muglin, Jalbire, Nepal","Traffic at Jalbire along Narayangadh-Muglin road section resumed today after the clearance of the debris of a landslide occurred at 9 am on Friday.  The road is opened for one-way traffic. Engineer at the Narayangadh-Muglin road project Shiva Khanal said that as works were going on to clear the debris that deposited up to 500 cubic meters at the area, the road was likely to open for two-way traffic until today evening.   Meanwhile, he said that an excavator, loader and tipper and manpower have been employed to clear the road.","along Narayangadh-Muglin, Jalbire, Nepal",5km,landslide,unknown,small,above_road,0.0,0.0,,,,GLC,9327,27.8187,85.7734,Nepal,NP,Bagmati,Barahbise,13.03,1470169210000.0,
11533,Business Standard,http://www.business-standard.com/article/pti-stories/two-labourers-killed-in-landslide-115022000437_1.html,6786,1424386800000.0,23:00,"Hailākāndi : Two labourers died while another was injured in a landslide in Assam's Hailakandi district, the police said today.","Two labourers died while another was injured in a landslide in Assam's Hailakandi district, the police said today.",,5km,landslide,mining,medium,mine,2.0,1.0,,,,GLC,6786,24.6108,92.562,India,IN,Assam,Umednagar,7.46,1424634455000.0,
11542,www.deccanchronicle.com,http://www.deccanchronicle.com/130806/news-current-affairs/article/special-landslides-rain-havoc-kerala,5280,1375689600000.0,08:00,"Thadiyambadu Near Painavu, Kerala","At Thadiyambadu near Painavu, two sisters, Josma (16) and Josmy (13), died when mud slipped from a hillock onto their house early on Monday morning. The two were fast asleep in their room. They were students of St George High School, Vazhathope. Their parents, Joseph and Beena, escaped with minor injuries.","Thadiyambadu Near Painavu, Kerala",1km,landslide,monsoon,medium,unknown,2.0,2.0,,,,GLC,5280,9.879,76.9683,India,IN,Kerala,Devikolam,25.43,1396310400000.0,
11543,State Times,http://news.statetimes.in/landslides-3-more-bodies-retrieved-toll-rises-to-20/,7172,1428019200000.0,,Diwalkund in Dessa belt of Doda district,"With the recovery of two more bodies, he said, the total bodies recovered since yesterday has risen to four.  “Two bodies were recovered yesterday. Three people who are also feared dead, continue to be trapped under the debris of the house which has come under around 18 feet of mud and slush,” he said. “Continuous rainfall has been creating hurdles in the operation as the area is prone to more landslides. It is a remote area which lacks road accessibility thus making the movement of heavy machinery impossible”, he said.",Diwalkund in Dessa belt of Doda district,5km,landslide,continuous_rain,medium,unknown,4.0,0.0,,,,GLC,7172,33.1445,75.5469,India,IN,Jammu and Kashmir,Doda,0.84,1436812906000.0,
11548,Kashmir Observer.com,http://www.kashmirobserver.com/index.php?id=2992,157,1186358400000.0,,"Srinagar-Jammu Highway, Rāmban District",blocked highway near Nandni Bridge,"Srinagar-Jammu Highway, Rāmban District",25km,landslide,rain,medium,unknown,,,,,,GLC,157,33.2451,75.2257,India,IN,Jammu and Kashmir,Chaunkri,19.59,1396310400000.0,
11559,e-pao.net,http://e-pao.net/GP.asp?src=21..210810.aug10,2283,1282176000000.0,,"2 km from Khongsang village(?), road between Tamenglong and Imphal or Nungba, Manipur","Imphal, August 20 2010:   At the same time, another landslide had occurred yesterday near Kisima between Mao Gate and Kohima which virtually cut off the Nagaland capital from the rest of the country.  Meanwhile, our Tamenglong correspondent, Daniel Kamei reported that following heavy rains during the past week, a massive mud slide has occurred at Khongsang village which completely cut off the road between Tamenglong and Imphal.  The mudslide occurred 2 km from Khongsang.  Many vehicles bound for Imphal or Nungba have returned to Tamenglong. Uncertain date: 13 - 19th.","2 km from Khongsang village(?), road between Tamenglong and Imphal or Nungba, Manipur",5km,mudslide,downpour,medium,unknown,0.0,,,,,GLC,2283,24.8961,93.4957,India,IN,Manipur,Sempang,8.36,1396310400000.0,
11560,indiatoday.intoday,http://indiatoday.intoday.in/site/Story/113220/India/19-perish-as-rains-pound-uttarakhand.html,2444,1284768000000.0,,"Nainital district, Uttarakhand","Eight people were killed in landslides and cloudbursts in Nainital district prompting authorities to evacuate people from several villages to safer places.  Ramola was the worst-hit in the scenic district where four were washed away by surging waters, an official said.","Nainital district, Uttarakhand",50km,landslide,downpour,medium,unknown,4.0,,,,,GLC,2444,29.29558605,79.54043078,India,IN,Uttaranchal,Haldwani,8.37,1396310400000.0,
11575,Eastern Mirror,http://www.easternmirrornagaland.com/landslide-hampers-nh-102-traffic-restored/,8900,1467849600000.0,,"Imphal-Ukhrul sector of National Highway 102, Manipur, India","Estimated Date. Heavy landslide along the busy Imphal-Ukhrul sector of the National Highway 102 hampered vehicular traffic along the route forcing passenger buses to stop normal services since the last four days.  However smaller-sized vehicles such as cars, vans and gypsies managed to cross the landslide-hit Finch Corner area, 65 km north of Imphal only after the Border Road Task Force (BRTF) machinery cleared the area this afternoon, reports from Ukhrul said.  Earlier in the morning, most of the residents of Ukhrul district who usually takes 2-3 hours, took 6 hours to reach Imphal town by exchanging their vehicles at the two ends of the landslide-hit Finch corner area, according to a resident.  The picturesque Finch Corner areas witnessed heavy landslide measuring around 150 metres following continuous rain in the areas since the last few days.  Sources reaching here said that the BRTF personnel were currently taking all out efforts to restore normal traffic along the highway.","Imphal-Ukhrul sector of National Highway 102, Manipur, India",25km,landslide,monsoon,large,above_road,0.0,0.0,,,,GLC,8900,25.0118,94.3136,India,IN,Manipur,Chattrik,31.36,1468266671000.0,
11604,NDTV,https://www.ndtv.com/india-news/landslide-hits-jammu-srinagar-highway-hundreds-of-vehicles-stranded-1963119,14038,1544890233000.0,11:00,Landslide near Ramsu,"A landslide occurred near Ramsu in Banihal at around 11 am due to heavy snowfall, blocking thru traffic for 5 hours before it was reopened again after the road was cleared.",Occured at Gangroo near Ramsu,5km,landslide,snowfall_snowmelt,small,above_road,0.0,0.0,,,This region is known for heavy snowfall during winter.,GLC,,33.33197566,75.20070999,India,IN,Jammu and Kashmir,Gund,11.32,1588345834000.0,
11609,www.newindianexpress.com,http://www.newindianexpress.com/nation/Fresh-landslides-in-Uttarakhand-as-bad-weather-persists/2013/07/25/article1701733.ece,5195,1374710400000.0,,"Alaknanda Valley Of Chamoli District, Uttarakhand","Incessant rains continued to buffet Uttarakhand, triggering landslides in Uttarkashi and Chamoli that damaged many houses in the two districts. While 30 houses were reported to be damaged in Uttarkashi, four settlements were razed in the landslips in Alaknanda valley of Chamoli district.","Alaknanda Valley Of Chamoli District, Uttarakhand",unknown,landslide,continuous_rain,medium,unknown,,,,,,GLC,5195,30.4041,79.3276,India,IN,Uttaranchal,Langsu,12.44,1396310400000.0,
11613,Frify,http://frify.com/video/watch-landslide-at-gangotri-highway-near-helgugad-in-uttarkashi-caught-on-cam,9166,1468800000000.0,,"Gangotri Highway near Helgugad, Uttarkashi, Uttarakhand, India","Rock falls off slope side and into road. In a rare video, a landslide at Gangotri Highway near Helgugad here is caught live on camera.  The 26-second video shows a small part of mountain falling followed by the big boulders.  The incident happened on July 18.  It is pertinent to mention here that in the past week, 23 persons have been killed in rain-related incidents across the state which is also known as Devbhoomi.","Gangotri Highway near Helgugad, Uttarkashi, Uttarakhand, India",1km,rock_fall,rain,medium,above_road,,,,,,GLC,9166,30.7313,78.4358,India,IN,Uttaranchal,Uttarkashi,0.44,1469464157000.0,
11626,E-PAO,http://e-pao.net/GP.asp?src=1..020815.aug15,7390,1438387200000.0,,between Tengnoupal-Sita junction and Tengnoupal Power Sub-Station,In between Tengnoupal-Sita junction and Tengnoupal Power Sub-Station landslide occurred at four locations and blocked the Tengnoupal-Sangshak road,between Tengnoupal-Sita junction and Tengnoupal Power Sub-Station,25km,landslide,continuous_rain,medium,above_road,0.0,0.0,,,,GLC,7390,24.4265,94.1913,India,IN,Manipur,Saibom,9.06,1450130736000.0,
11628,Times of India,http://timesofindia.indiatimes.com/city/agartala/women-2-kids-killed-in-landslide/articleshow/58994998.cms,9745,1496527200000.0,22:00,Landslide in Kamalpur,Landslide in Kamalpur in northern Tripura buries houses and kills 3,Kamalpur,10km,landslide,rain,medium,urban,3.0,1.0,,,,GLC,,24.19467451,91.82931979,India,IN,Tripura,Kamalpur,6.96,1497620055000.0,
11638,My Republica,http://www.myrepublica.com/news/4968/,9950,1472853600000.0,22:00,Landslide in Taplejung,"Three members of a single family died after landslide buried their house at Taplejung district last night.   The deceased have been identified as Bimala, wife of Tika Magar and sons—Manoj and Lalit, of Taplejung Municipality-2.   The incident took place when landslide occurred above the house buried them following torrential rainfall from Friday night.","Taplejung, Nepal",25km,landslide,rain,large,unknown,4.0,10.0,,,,GLC,,27.513641,87.640957,Nepal,NP,Mechi,Libang,9.69,1499105078000.0,
11640,www.ekantipur.com,http://www.ekantipur.com/2013/07/11/national/landslides-sweep-away-11-houses-in-solukhumbu/374656.html,5076,1373414400000.0,,"Bung Vdc-9, Solukhumbu District","Eleven houses at different places in Solukhumbu district have been buried by landslides triggered by incessant rainfall for the past one week. Likewise, the landslides have also washed away five houses at Bung VDC-9 on Wednesday afternoon. Houses including that of Lakpi Sherpa, Angchhiring Sherpa and Rudra Kulung were also washed away by floods","Bung Vdc-9, Solukhumbu District",5km,landslide,rain,medium,unknown,0.0,,,,,GLC,5076,27.62,86.84,Nepal,NP,Sagarmatha,Mount Everest,35.51,1396310400000.0,
11641,e-pao.net,http://e-pao.net/GP.asp?src=9..070909.sep09,1129,1251590400000.0,,"Road stretch from Gammom to Chamu village, under Kamjong block, Ukhrul district, Manipur","Following heavy landslide on the road stretch from Gammom to Chamu village, under Kamjong block, Ukhrul district, several villages have been cut off from the outside world for the last seven days. Eight villages are situated along the 8 km stretch of road between Gammom and Chamu, which is near the Indo-Myanmar border, around 123 kms from the district headquarters.","Road stretch from Gammom to Chamu village, under Kamjong block, Ukhrul district, Manipur",50km,landslide,downpour,medium,unknown,,,,,,GLC,1129,24.8628,94.4182,India,IN,Manipur,Chattrik,22.97,1396310400000.0,
11647,e-pao.net,http://e-pao.net/GP.asp?src=Snipp3..100610.jun10,1961,1276092900000.0,14:00,"Ishok Chingphu(?), Bishnupur, Assam","Imphal, June 09 2010: Three houses were damaged in mudslide from the hill at Ishok Chingphu in Bishnupur district today causing damaged to properties worth around Rs 2 lakh.  The collapsed houses belonged to Pukhrambam Rame son of Chaoba, Huidrom Shamu and Naorem Bisheshwar.  Most part of the house of Rame had been destroyed in the mudslide occurred at about 2.15 pm.","Ishok Chingphu(?), Bishnupur, Assam",50km,landslide,downpour,medium,unknown,0.0,,,,,GLC,1961,25.8833,91.2,India,IN,Assam,Bandapara,12.34,1396310400000.0,
11648,Quakemap,http://quakemap.org/reports/view/1244,7099,1430611200000.0,,"9 km from Melamchi, Road between Kathmandu and Melamchi",Road obstructed,"9 km from Melamchi, Road between Kathmandu and Melamchi",10km,landslide,unknown,small,above_road,0.0,0.0,,,,GLC,7099,27.8287,85.5763,Nepal,NP,Bagmati,Bagmati,17.3,1436368959000.0,
11654,www.thehindu.com,http://www.thehindu.com/news/cities/Vijayawada/rain-results-in-landslides-wall-collapses/article5271952.ece,5617,1382659200000.0,,"Chrsiturajupuram, Vijayawada, Andhra Pradesh","The city and surrounding areas received widespread and intermittent rain accompanied by gusty winds since early hours of Thursday. The sky remained overcast throughout the day and heavy downpour in the afternoon was followed by sharp showers in the evening too. The heavy rains resulted in landslides and wall collapses in some parts of the city. At Chrsiturajupuram, a 69-year-old lady O. Vijayamma suffered head injuries when a wall of the building where she was residing collapsed. She was admitted to the Government General Hospital for treatment. In another incident in the same area, two children suffered minor injuries due to a landslide. A 10-year-old child also suffered minor injury due to tree collapse in the One Town area. A retaining wall collapsed near Sitara junction. The landslides were reported at Upparavagu in One Town. Vijayawada Municipal Corporation (VMC) has opened a control room with toll free number 0866 2427485. In charge Municipal Commissioner and UDA vice-chairman M.","Chrsiturajupuram, Vijayawada, Andhra Pradesh",10km,landslide,rain,medium,unknown,0.0,4.0,,,,GLC,5617,16.5175,80.6117,India,IN,Andhra Pradesh,Vijayawada,2.18,1396310400000.0,
11663,E-PAO,http://www.e-pao.net/GP.asp?src=21..210810.aug10,2243,1281657600000.0,,"NH-39 near Kohima Municipality Council(KMC) dumping ground, between Zubza(Sechu) and Kohima, Nagaland","Kohima cut off in both directions on NH 39 ... Imphal, August 20 2010: Landslides have occurred near the Kohima Municipality Council (KMC) dumping ground and its vicinity since a week ago.  Fresh landslides occurred again today.  Over 400 Manipur bound trucks are still stranded in the area.","NH-39 near Kohima Municipality Council(KMC) dumping ground, between Zubza(Sechu) and Kohima, Nagaland",5km,landslide,downpour,medium,mine,0.0,,,,,GLC,2243,25.70223725,94.04619681,India,IN,Nagaland,Naga Hills,21.0,1396310400000.0,
11665,eKantipur,http://www.ekantipur.com/2014/08/25/headlines/Three-dead-one-missing-in-Pokhara-landslide/394080/,6549,1408957200000.0,09:00,‘Typical Restaurant’ on the banks of Phewa Lake,Three people died and another one missing when a landslide buried a restaurant located on the banks of Phewa Lake in Pokhara.,‘Typical Restaurant’ on the banks of Phewa Lake,5km,riverbank_collapse,downpour,small,other,3.0,0.0,,http://assets.ekantipur.com/_img__w_300_h_188__uploads/ekantipur/news/2014/gallery_08_25/pokhara_20140825114256_20140825120339.jpg,,GLC,6549,28.2134,83.9557,Nepal,NP,Gandaki,Bahakot,13.42,1418842480000.0,
11667,Sentinel,https://www.sentinelassam.com/news/rains-cause-landslips-in-east-khasi-hills-district-shillong/,13725,1562675844000.0,unknown,Landslip in Mawlynngad,Incessant rain caused a landslip,"Mawlynngad, Mawryngkneng, East Khasi Hills, Meghalaya",10km,landslide,continuous_rain,unknown,unknown,0.0,0.0,,,,GLC,,25.53663703,91.98082795,India,IN,Meghalaya,Shillong,18.21,1562848644000.0,
11672,Outlook India,https://www.outlookindia.com/newsscroll/1-killed-another-missing-as-intermittent-rains-continue-in-ukhand/1364919,14194,1533853511000.0,unknown,Pithoragarh Landslide,An elderly man was killed during a landslide in Pithoragarh after being hit by a boulder and pushed into a waterfall. This landslide was caused by rains that had been persistent in the region over the past 24 hours.,"Pithoragarh, Uttarakhand, IND",25km,landslide,rain,unknown,natural_slope,1.0,,,,,GLC,,30.04014521,80.31354955,India,IN,Uttaranchal,Mathkot,3.42,1589322312000.0,
